"f.bug_id","bug_fix_days_count","c.author","commit_message","f.summary","summary_stemmed","f.description","description_stemmed","m.Name","m.AvgCyclomatic","m.AvgCyclomaticModified","m.AvgCyclomaticStrict","m.AvgEssential","m.AvgLine","m.AvgLineBlank","m.AvgLineCode","m.AvgLineComment","m.CountDeclClass","m.CountDeclClassMethod","m.CountDeclClassVariable","m.CountDeclExecutableUnit","m.CountDeclFunction","m.CountDeclInstanceMethod","m.CountDeclInstanceVariable","m.CountDeclMethod","m.CountDeclMethodDefault","m.CountDeclMethodPrivate","m.CountDeclMethodProtected","m.CountDeclMethodPublic","m.CountLine","m.CountLineBlank","m.CountLineCode","m.CountLineCodeDecl","m.CountLineCodeExe","m.CountLineComment","m.CountSemicolon","m.CountStmt","m.CountStmtDecl","m.CountStmtExe","m.MaxCyclomatic","m.MaxCyclomaticModified","m.MaxCyclomaticStrict","m.MaxEssential","m.MaxNesting","m.RatioCommentToCode","m.SumCyclomatic","m.SumCyclomaticModified","m.SumCyclomaticStrict","m.SumEssential","d.Severity"
"18797","2837","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=18797 Provide null/zero-length protection","Bug 18797  MemoryUserRule doesn't validate user attributes","memori user rule memoryuserrul doesn valid user attribut","The implementation of org.apache.catalina.realm.MemoryRuleSet.begin dosen't 
validate the attribute values before adding a user to the MemoryRealm. If 
username or name are not present then a null username is used which can cause 
odd problems later on.

Basically the method should check that parameters passed to MemoryRealm.addUser 
are not null before calling the method.","implement apach catalina realm memori rule set memoryruleset begin dosen valid attribut valu ad user memori realm memoryrealm usernam name present null usernam use caus odd problem later basic method check paramet pass memori realm memoryrealm add user addus null call method","""java/org/apache/catalina/users/MemoryUserDatabase.java""","2","2","2","1","15","1","10","3","4","0","2","37","37","37","14","37","1","0","0","36","817","181","438","125","272","199","208","308","122","186","16","16","16","3","4","0","80","80","82","39","enhancement"
"19444","2855","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=19444 Add an option to the JNDI realm to allow role searches to be performed by the authenticated user.","Bug 19444  JNDI Authentication roles must be anonymous accessible","jndi authent role must anonym access","It appears that for the JNDIRealm to be able to locate roles, they must be 
anonymous accessible. I believe that for security purposes this should not be 
necessary if we are validating the user by binding to the directory. In that 
case the roles could be accessible to any bound user or that particular user. I 
discussed this very briefly on the Tomcat user list. It sounds like this had 
been discussed previously and for whatever reason, the idea rejected. Anyhow I 
submit that there is a bug, either in the code - which requires the roles to be 
anonymous, or in the documentation which does not make it clear that this is 
the case (at least in ""Tomcat 4 Servlet/JSP Container - Realm Configuration HOW-
TO). It seems reasonable to me that if we are binding to the directory to 
authenticate, we would have that user's access to roles. Perhaps the 
documentation should more explicetly state that this is not the case.

In the hope that it would be accepted as an enhancement, I am going to attempt 
to attach a modified JNDIRealm that uses the authenticated connection to obtain 
the roles.

Thank You,
Art","appear realm jndirealm abl locat role must anonym access believ secur purpos necessari valid user bind directori case role could access bound user particular user discuss briefli tomcat user list sound like discuss previous whatev reason idea reject anyhow submit either code requir role anonym document make clear case least tomcat servlet jsp contain realm configur seem reason bind directori authent would user access role perhap document explicetli state case hope would accept enhanc go attempt attach modifi realm jndirealm us authent connect obtain role thank art","""java/org/apache/catalina/realm/JNDIRealm.java""","2","2","3","1","20","3","10","6","2","0","3","85","85","85","35","85","0","4","23","58","2308","490","971","298","628","850","471","706","255","451","28","28","33","14","7","1","236","232","260","132","enhancement"
"21157","2751","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=21157 Write cookie before response might be committed","Bug 21157  CookieExample is setting cookie after writing data","cooki exampl cookieexampl set cooki write data","A servlet can not set the headers and cookies after writing data to the 
servlet's output stream. Once the servlet writes data, headers are committed. 
However CookieExample writes some data first before doing addCookie on the 
response. 

The reason why this code works at all even with the above bug is: The 
CookieExample is only writing a small amount of data before doing 
response.addCookie. That data is still held in buffer and not yet sent over 
the wire. Hence the headers are not yet committed. So it is pure luck that 
this example works. 

You can easily expose the bug by writing say 20K characters in this example 
before response.addCookie is called. You will see that the cookies that are 
adding to response are not actually sent back to client. 

Fix is simple. Move up the response.addCookie() before response.getWriter()","servlet set header cooki write data servlet output stream servlet write data header commit howev cooki exampl cookieexampl write data first add cooki addcooki respons reason code work even cooki exampl cookieexampl write small amount data respons add cooki addcooki data still held buffer yet sent wire henc header yet commit pure luck exampl work easili expos write say 20 20k charact exampl respons add cooki addcooki call see cooki ad respons actual sent back client fix simpl move respons add cooki addcooki respons get writer getwrit","""webapps/examples/WEB-INF/classes/CookieExample.java""","2","2","3","1","39","5","32","2","1","0","2","2","2","2","0","2","0","0","0","2","130","23","79","27","53","28","53","59","22","37","4","4","6","1","2","0","5","5","7","2","enhancement"
"21669","2777","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=21669 Add the ability to specify the roleBase for the JNDI Realm as relative to the users DN. Based on a patch by Art W.","Bug 21669  JNDIRealm roleBase pattern enahncement","realm jndirealm role base rolebas pattern enahnc","Currently the roleBase attribute must be a fxed location in the directory. A 
simple change would allow the role base to be specified relative to the user 
DN. My enhancement suggestion would change the roleBase definition as follows:

roleBase - the base entry for the role search. If not specified, the search 
base is the top level directory context. If specified it may optionally include 
pattern replacements ""{0}""..""{n}"" corrosponding to the name parts of the user's 
distinguished name (as returned by javax.naming.Name.get()).

For example, in the <Realm> defintion in server.xml you could specify the 
roleBase as:

    roleBase=""ou=Groups,{1},{0}""

The majority of the code to accomplish this would be in JNDIRealm.getRoles() 
and could look like this:

	String base = null;
	if ( roleBaseFormat != null )
	{
		NameParser np = context.getNameParser("""");
		Name name = np.parse(dn);
		String nameParts[] = new String[name.size()];
		for ( int idx = 0 ; idx < name.size() ; idx++ )
			nameParts[idx] = name.get(idx);
       	base = roleBaseFormat.format(nameParts);
	}

        // Perform the configured search and process the results
        if (debug >= 3) {
            log(""  Searching role base '"" + base + ""' for attribute '"" +
                roleName + ""'"");
            log(""  With filter expression '"" + filter + ""'"");
        }
        NamingEnumeration results =
            context.search(base, filter, controls);

Thank You,
Art","current role base rolebas attribut must fxed locat directori simpl chang would allow role base specifi rel user dn enhanc suggest would chang role base rolebas definit follow role base rolebas base entri role search specifi search base top level directori context specifi may option includ pattern replac corrospond name part user distinguish name return javax name name get exampl realm defint server xml could specifi role base rolebas role base rolebas group major code accomplish would realm jndirealm get role getrol could look like string base null role base format rolebaseformat null name parser namepars np context get name parser getnamepars name name np pars dn string name part namepart new string name size int idx idx name size idx name part namepart idx name get idx base role base format rolebaseformat format name part namepart perform configur search process result debug log search role base base attribut role name rolenam log filter express filter name enumer namingenumer result context search base filter control thank art","""java/org/apache/catalina/realm/JNDIRealm.java""","2","2","3","1","20","3","10","6","2","0","3","85","85","85","36","85","0","4","23","58","2325","491","981","298","636","856","475","713","256","457","30","30","35","14","7","1","238","234","262","132","enhancement"
"25060","2657","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=25060 When stopping naming resources look for DataSource resources with a zero-arg close() method and call it if one is found Works with Commons DBCP.","Bug 25060  Reloading context orphans currently open jndi datasource connections","reload context orphan current open jndi datasourc connect","I fiddled around with this a while and have determined to the best of my ability
that this is a real bug.  I have a jndi datasource connected to a postgresql
server.  I have two jndi resources (a reader and writer) so that later I can
implement a system with replication etc and deal with writes and reads to
different connections.  To summarize, after using the system, there are two
connections to postgres that get reused -- one reader and writer.  Under load,
this number increases and will slowly go back down.  I usually end up with two
idle connections (one reader and one writer) left under no load.  If you reload
the context where the datasource is at (it's a context specific datasource), the
number of connections will jump by two when used.  Each reload produces 2 more
connections min until I restart the server.  It appears that after a reload, the
'persisted connections' get abandoned / orphaned.  Eventually, I hit my max
connections and cannot aquire any more and the system fails.  I have tried the
abandond collection parameters and have added debug logging to my code to ensure
that I am indeed calling close on the connections I checkout, even on exceptions
and error cases.  Under normal useage without reloads, no connection leakage
happens.

This is on a solaris 8 machine with the 4.1.27-hotfix-22096.tar.gz applied.  Let
me know if more information is required.  I have this in a development
environment and can let somone attach in jdb and hammer on the thing since it's
not a production system -- if that will help in getting a repro.

Wayne","fiddl around determin best abil real jndi datasourc connect postgresql server two jndi resourc reader writer later implement system replic etc deal write read differ connect summar use system two connect postgr get reus one reader writer load number increas slowli go back usual two idl connect one reader one writer left load reload context datasourc context specif datasourc number connect jump two use reload produc connect restart server appear reload persist connect get abandon orphan eventu hit max connect cannot aquir system fail tri abandond collect paramet ad debug log code ensur inde call close connect checkout even except error case normal useag without reload connect leakag happen solari machin 27 hotfix 27hotfix tar gz appli let know inform requir develop environ let somon attach jdb hammer thing sinc product system help get repro wayn","""java/org/apache/catalina/deploy/NamingResources.java""","2","2","2","1","16","2","9","4","1","0","3","47","47","47","13","47","0","1","6","40","1019","229","514","124","300","276","197","334","111","223","9","9","9","7","4","1","98","98","98","55","enhancement"
"25060","2657","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=25060 When stopping naming resources look for DataSource resources with a zero-arg close() method and call it if one is found Works with Commons DBCP.","Bug 25060  Reloading context orphans currently open jndi datasource connections","reload context orphan current open jndi datasourc connect","I fiddled around with this a while and have determined to the best of my ability
that this is a real bug.  I have a jndi datasource connected to a postgresql
server.  I have two jndi resources (a reader and writer) so that later I can
implement a system with replication etc and deal with writes and reads to
different connections.  To summarize, after using the system, there are two
connections to postgres that get reused -- one reader and writer.  Under load,
this number increases and will slowly go back down.  I usually end up with two
idle connections (one reader and one writer) left under no load.  If you reload
the context where the datasource is at (it's a context specific datasource), the
number of connections will jump by two when used.  Each reload produces 2 more
connections min until I restart the server.  It appears that after a reload, the
'persisted connections' get abandoned / orphaned.  Eventually, I hit my max
connections and cannot aquire any more and the system fails.  I have tried the
abandond collection parameters and have added debug logging to my code to ensure
that I am indeed calling close on the connections I checkout, even on exceptions
and error cases.  Under normal useage without reloads, no connection leakage
happens.

This is on a solaris 8 machine with the 4.1.27-hotfix-22096.tar.gz applied.  Let
me know if more information is required.  I have this in a development
environment and can let somone attach in jdb and hammer on the thing since it's
not a production system -- if that will help in getting a repro.

Wayne","fiddl around determin best abil real jndi datasourc connect postgresql server two jndi resourc reader writer later implement system replic etc deal write read differ connect summar use system two connect postgr get reus one reader writer load number increas slowli go back usual two idl connect one reader one writer left load reload context datasourc context specif datasourc number connect jump two use reload produc connect restart server appear reload persist connect get abandon orphan eventu hit max connect cannot aquir system fail tri abandond collect paramet ad debug log code ensur inde call close connect checkout even except error case normal useag without reload connect leakag happen solari machin 27 hotfix 27hotfix tar gz appli let know inform requir develop environ let somon attach jdb hammer thing sinc product system help get repro wayn","""java/org/apache/catalina/core/StandardContext.java""","2","2","2","1","16","1","9","4","6","0","3","304","304","304","123","304","0","11","11","282","6473","1288","3330","1018","2014","1860","1483","2277","848","1429","54","54","69","9","5","1","698","698","756","394","enhancement"
"26701","2585","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=26701 Provide a mechanism for users to register their own URLStreamHandlerFactory objects.","Bug 26701  Enabling web applications to register their own stream handlers","enabl web applic regist stream handler","A stream handler factory can be registered once per VM and tomcat registers the 
DirContextStreamHandlerFactory for the jndi protocol. However if there are web 
applications running inside that want to register handlers for custom scheme 
currently it is not possible.

Can the DirContextStreamHandlerFactory be enhanced to allow applications to 
register stream handler for custom schemes they might have. Or better can this 
be a made a property in the context.xml file ?

Is this already there - or can this enhanced in the future?","stream handler factori regist vm tomcat regist dir context stream handler factori dircontextstreamhandlerfactori jndi protocol howev web applic run insid regist handler custom scheme current possibl dir context stream handler factori dircontextstreamhandlerfactori enhanc allow applic regist stream handler custom scheme might better made properti context xml file alreadi enhanc futur","""java/org/apache/naming/resources/Constants.java""","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","36","9","7","6","3","20","4","5","5","0","0","0","0","0","0","3","0","0","0","0","enhancement"
"26701","2585","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=26701 Provide a mechanism for users to register their own URLStreamHandlerFactory objects.","Bug 26701  Enabling web applications to register their own stream handlers","enabl web applic regist stream handler","A stream handler factory can be registered once per VM and tomcat registers the 
DirContextStreamHandlerFactory for the jndi protocol. However if there are web 
applications running inside that want to register handlers for custom scheme 
currently it is not possible.

Can the DirContextStreamHandlerFactory be enhanced to allow applications to 
register stream handler for custom schemes they might have. Or better can this 
be a made a property in the context.xml file ?

Is this already there - or can this enhanced in the future?","stream handler factori regist vm tomcat regist dir context stream handler factori dircontextstreamhandlerfactori jndi protocol howev web applic run insid regist handler custom scheme current possibl dir context stream handler factori dircontextstreamhandlerfactori enhanc allow applic regist stream handler custom scheme might better made properti context xml file alreadi enhanc futur","""java/org/apache/naming/resources/DirContextURLStreamHandlerFactory.java""","1","1","1","1","9","0","4","4","1","0","0","2","2","2","0","2","0","0","0","2","68","17","16","8","4","35","5","9","6","3","2","2","2","1","1","2","3","3","3","2","enhancement"
"26701","2585","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=26701 Provide a mechanism for users to register their own URLStreamHandlerFactory objects.","Bug 26701  Enabling web applications to register their own stream handlers","enabl web applic regist stream handler","A stream handler factory can be registered once per VM and tomcat registers the 
DirContextStreamHandlerFactory for the jndi protocol. However if there are web 
applications running inside that want to register handlers for custom scheme 
currently it is not possible.

Can the DirContextStreamHandlerFactory be enhanced to allow applications to 
register stream handler for custom schemes they might have. Or better can this 
be a made a property in the context.xml file ?

Is this already there - or can this enhanced in the future?","stream handler factori regist vm tomcat regist dir context stream handler factori dircontextstreamhandlerfactori jndi protocol howev web applic run insid regist handler custom scheme current possibl dir context stream handler factori dircontextstreamhandlerfactori enhanc allow applic regist stream handler custom scheme might better made properti context xml file alreadi enhanc futur","""java/org/apache/catalina/loader/WebappLoader.java""","3","3","4","1","23","3","15","4","1","0","4","39","39","39","11","39","0","7","4","28","1210","254","681","218","457","276","340","490","184","306","28","28","29","12","5","0","151","151","157","76","enhancement"
"27122","2647","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=27122 Remove a workaround for a very old and since fixed Mozilla bug and change the default value of the securePagesWithPragma attribute of the Authenticator Valves to false to reduce the likelihood of issues when downloading files with IE.","Bug 27122  IE plugins cannot access components through Tomcat 5 over SSL","ie plugin cannot access compon tomcat ssl","SSL seems to be failing when the Content-Type header is set to ""image/svg+xml"".

I've only seen this failure when SSL was running on a Solaris machine.  (uname
-a: SunOS [hostname removed] 5.8 Generic_108528-18 sun4u sparc SUNW,Ultra-60) 
When attempted on Windows, we were unable to duplicate the error.  This reliably
fails when attempted on this specific Solaris machine.  If I get a chance, I'll
try to create a test-case and see if I can reproduce this on other Solaris
machines.  Unfortunately, this was a show-stopper for a release that's being
made today so I'm pressed for time.

Basically, what happens is that we're using a JSP page to create an SVG file. 
Because of this, we have to set the Content-Type header to ""image/svg+xml"". 
When the MIME type is set to this value, the page fails to load in Internet
Explorer 6 (SP1) with a message of ""connection failed"" or something similar. 
When an attempt was made in Opera, Opera responded by crashing.  Mozilla
successfully downloaded the file, though.

However, when resetting the MIME type in the page to ""text/plain"" all three
browsers can access the page without failure.  By back-revving Tomcat to version
4.1.29, we were able to resolve this issue and access the page in all three
browsers.

I'll try and create a test-case later today and verify that it isn't just our
SVG JSP that's failing but any that creates SVG but I'm currently pressed for
time - sorry.","ssl seem fail content type header set imag svg xml seen failur ssl run solari machin unam sun suno hostnam remov gener sun4u sparc sunw ultra attempt window unabl duplic error reliabl fail attempt specif solari machin get chanc ll tri creat test case testcas see reproduc solari machin unfortun show stopper showstopp releas made today press time basic happen re use jsp page creat svg file set content type header imag svg xml mime type set valu page fail load internet explor p1 sp1 messag connect fail someth similar attempt made opera opera respond crash mozilla success download file though howev reset mime type page text plain three browser access page without failur back rev backrev tomcat version abl resolv issu access page three browser ll tri creat test case testcas later today verifi isn svg jsp fail creat svg current press time sorri","""java/org/apache/catalina/authenticator/AuthenticatorBase.java""","3","3","3","1","21","2","11","7","1","0","6","27","29","29","11","29","0","0","6","23","860","146","391","126","231","323","180","270","103","167","35","35","42","10","5","1","90","90","101","42","enhancement"
"27988","2531","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=27988 Improve reporting of missing files","Bug 27988  Unhelpful FileNotFoundException raised","unhelp file not found except filenotfoundexcept rais","org.apache.naming.resources.DirContextURLConnection raises FileNotFoundException
on lines 311, 344, 382 and 396.  It would be more helpful if these provided a
message string.

For example, change line 344 to
        throw new FileNotFoundException(getURL().getFile());

This would make it easier to diagnose mistakes in server configurations.","apach name resourc dir context connect dircontexturlconnect rais file not found except filenotfoundexcept line would help provid messag string exampl chang line throw new file not found except filenotfoundexcept get geturl get file getfil would make easier diagnos mistak server configur","""java/org/apache/naming/resources/DirContextURLConnection.java""","4","4","4","2","21","2","14","4","1","0","0","14","14","14","7","14","0","0","1","13","458","97","249","91","134","114","110","172","69","103","10","10","10","8","5","0","61","61","63","40","enhancement"
"28852","2486","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=28852 Add URL encoding where missing to parameters in URLs presented by Ant tasks to the Manager application. Based on a patch by Stephane Bailliez.","Bug 28852  failonerror attribute on Ant tasks","failonerror attribut ant task","failonerror boolean attribute on manager Ant tasks would be a nice have to 
allow for more flexible operation within Ant build files.

I will attach a patch next week that also fixes unecessary CRs during response 
read/print and missing url encoding in some tasks.","failonerror boolean attribut manag ant task would nice allow flexibl oper within ant build file attach patch next week fix unecessari cr respons read print miss url encod task","""java/org/apache/catalina/ant/JMXGetTask.java""","1","1","1","1","8","0","4","4","1","0","0","5","5","5","2","5","0","0","0","5","97","15","30","11","14","52","12","19","10","9","2","2","3","1","1","2","6","6","7","5","enhancement"
"28852","2486","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=28852 Add URL encoding where missing to parameters in URLs presented by Ant tasks to the Manager application. Based on a patch by Stephane Bailliez.","Bug 28852  failonerror attribute on Ant tasks","failonerror attribut ant task","failonerror boolean attribute on manager Ant tasks would be a nice have to 
allow for more flexible operation within Ant build files.

I will attach a patch next week that also fixes unecessary CRs during response 
read/print and missing url encoding in some tasks.","failonerror boolean attribut manag ant task would nice allow flexibl oper within ant build file attach patch next week fix unecessari cr respons read print miss url encod task","""java/org/apache/catalina/ant/JMXQueryTask.java""","1","1","1","1","11","0","4","7","1","0","0","3","3","3","1","3","0","0","0","3","80","12","18","9","7","50","9","13","8","5","2","2","2","1","0","3","4","4","4","3","enhancement"
"28852","2486","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=28852 Add URL encoding where missing to parameters in URLs presented by Ant tasks to the Manager application. Based on a patch by Stephane Bailliez.","Bug 28852  failonerror attribute on Ant tasks","failonerror attribut ant task","failonerror boolean attribute on manager Ant tasks would be a nice have to 
allow for more flexible operation within Ant build files.

I will attach a patch next week that also fixes unecessary CRs during response 
read/print and missing url encoding in some tasks.","failonerror boolean attribut manag ant task would nice allow flexibl oper within ant build file attach patch next week fix unecessari cr respons read print miss url encod task","""java/org/apache/catalina/ant/JMXSetTask.java""","1","1","1","1","8","0","4","4","1","0","0","7","7","7","3","7","0","0","0","7","120","18","39","14","19","63","15","24","13","11","2","2","4","1","1","2","8","8","10","7","enhancement"
